"","height_data","LW","LN","P","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","R1","R2","R3","R4","R5","R6","R7","R8","R9","R10"
"Height.5322",129.908884777228,1,0,1,"B","B","A","A","B","B","A","B","A","B","A","B","B","A","B","A","B","A","B","B"
"Height.5323",134.014940890112,1,0,1,"B","B","A","A","B","B","A","B","A","A","B","A","B","B","A","A","A","A","B","A"
"Height.5324",130.02478038137,1,0,1,"B","B","A","A","B","B","A","A","B","B","B","B","A","B","B","B","A","A","A","B"
"Height.5325",135.603422539702,1,0,1,"B","B","A","A","B","B","A","A","B","A","B","B","B","A","B","B","A","B","B","B"
"Height.5326",132.656844062739,1,0,1,"B","B","A","A","B","B","A","A","A","B","B","A","B","B","A","A","A","A","B","B"
"Height.5327",135.492231443673,1,0,1,"B","B","A","A","B","B","A","A","A","A","A","A","A","B","B","B","A","A","B","B"
"Height.5328",129.043898664542,1,0,1,"B","B","A","A","B","A","B","B","B","B","B","A","B","B","B","B","A","B","A","B"
"Height.5329",133.287249538581,1,0,1,"B","B","A","A","B","A","B","B","B","A","A","A","A","B","B","B","A","B","A","B"
"Height.5330",130.815607566239,1,0,1,"B","B","A","A","B","A","B","B","A","B","A","B","B","B","B","A","B","B","A","A"
"Height.5331",134.030555660896,1,0,1,"B","B","A","A","B","A","B","B","A","A","A","A","B","A","B","B","A","A","B","A"
"Height.5332",133.689339026218,1,0,1,"B","B","A","A","B","A","B","A","B","B","A","B","B","A","B","B","B","A","B","B"
"Height.5333",133.754162178146,1,0,1,"B","B","A","A","B","A","B","A","B","A","B","B","B","B","B","B","B","A","A","A"
"Height.5334",135.09828035095,1,0,1,"B","B","A","A","B","A","B","A","A","B","A","B","B","A","A","B","B","A","B","A"
"Height.5335",137.754721805147,1,0,1,"B","B","A","A","B","A","B","A","A","A","A","A","B","B","A","A","B","A","B","B"
"Height.5336",130.266465698011,1,0,1,"B","B","A","A","B","A","A","B","B","B","B","A","A","B","B","A","A","A","A","A"
"Height.5337",131.220653404214,1,0,1,"B","B","A","A","B","A","A","B","B","A","A","B","B","A","A","A","B","A","B","A"
"Height.5338",132.188343360065,1,0,1,"B","B","A","A","B","A","A","B","A","B","B","B","A","A","B","B","B","A","A","A"
"Height.5339",135.327657030886,1,0,1,"B","B","A","A","B","A","A","B","A","A","A","B","B","B","B","A","A","B","A","A"
"Height.5340",131.613620736347,1,0,1,"B","B","A","A","B","A","A","A","B","B","B","A","B","B","A","A","B","A","A","A"
"Height.5341",136.210819577028,1,0,1,"B","B","A","A","B","A","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.5342",134.143889777151,1,0,1,"B","B","A","A","B","A","A","A","A","B","A","B","B","B","A","A","A","A","A","A"
"Height.5343",138.098176263919,1,0,1,"B","B","A","A","B","A","A","A","A","A","B","A","A","B","B","B","B","B","B","A"
"Height.5344",129.748275928622,1,0,1,"B","B","A","A","A","B","B","B","B","B","B","B","B","A","B","B","A","A","A","B"
"Height.5345",131.892763556239,1,0,1,"B","B","A","A","A","B","B","B","B","A","B","B","A","B","A","B","B","B","B","B"
"Height.5346",132.351073288547,1,0,1,"B","B","A","A","A","B","B","B","A","B","A","B","A","B","B","B","B","B","B","A"
"Height.5347",134.409337236916,1,0,1,"B","B","A","A","A","B","B","B","A","A","B","A","A","B","B","A","A","B","A","B"
"Height.5348",133.415863553766,1,0,1,"B","B","A","A","A","B","B","A","B","B","A","A","A","B","A","B","B","A","B","A"
"Height.5349",136.036972805225,1,0,1,"B","B","A","A","A","B","B","A","B","A","B","A","A","B","A","A","A","B","A","A"
"Height.5350",134.581832922466,1,0,1,"B","B","A","A","A","B","B","A","A","B","A","B","A","A","B","A","B","B","B","A"
"Height.5351",137.47552480208,1,0,1,"B","B","A","A","A","B","B","A","A","A","A","A","B","B","B","A","A","B","B","B"
"Height.5352",130.013585885345,1,0,1,"B","B","A","A","A","B","A","B","B","B","B","B","B","B","B","B","B","B","A","B"
"Height.5353",133.304625138962,1,0,1,"B","B","A","A","A","B","A","B","B","A","B","A","B","B","B","B","A","A","A","B"
"Height.5354",132.642620445686,1,0,1,"B","B","A","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.5355",136.659176412243,1,0,1,"B","B","A","A","A","B","A","B","A","A","A","A","B","B","A","B","B","B","A","B"
"Height.5356",132.436954980348,1,0,1,"B","B","A","A","A","B","A","A","B","B","B","A","A","B","B","B","B","A","A","B"
"Height.5357",136.479804028391,1,0,1,"B","B","A","A","A","B","A","A","B","A","B","A","A","A","A","B","B","A","A","B"
"Height.5358",136.210881055754,1,0,1,"B","B","A","A","A","B","A","A","A","B","A","A","A","B","A","B","B","A","B","B"
"Height.5359",139.788709202566,1,0,1,"B","B","A","A","A","B","A","A","A","A","A","B","B","B","A","B","B","A","A","B"
"Height.5360",131.193883511203,1,0,1,"B","B","A","A","A","A","B","B","B","B","A","B","B","B","A","B","A","A","B","B"
"Height.5361",135.588869512027,1,0,1,"B","B","A","A","A","A","B","B","B","A","A","A","B","A","B","A","B","B","A","B"
"Height.5362",132.854621933044,1,0,1,"B","B","A","A","A","A","B","B","A","B","A","B","A","B","B","B","A","B","A","B"
"Height.5363",136.637042471245,1,0,1,"B","B","A","A","A","A","B","B","A","A","B","A","A","B","B","B","B","A","B","B"
"Height.5364",133.718427816133,1,0,1,"B","B","A","A","A","A","B","A","B","B","B","A","B","B","B","B","A","A","A","A"
"Height.5365",138.784384582675,1,0,1,"B","B","A","A","A","A","B","A","B","A","B","A","B","B","A","A","B","B","A","A"
"Height.5366",137.326891871108,1,0,1,"B","B","A","A","A","A","B","A","A","B","A","A","B","A","A","B","B","B","A","A"
"Height.5367",139.348489734633,1,0,1,"B","B","A","A","A","A","B","A","A","A","A","B","B","B","B","B","A","A","A","B"
"Height.5368",131.24116629411,1,0,1,"B","B","A","A","A","A","A","B","B","B","B","A","A","B","A","B","B","A","B","A"
"Height.5369",135.199042273286,1,0,1,"B","B","A","A","A","A","A","B","B","A","B","A","A","B","A","B","A","A","B","A"
"Height.5370",133.670292981408,1,0,1,"B","B","A","A","A","A","A","B","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.5371",136.941337512217,1,0,1,"B","B","A","A","A","A","A","B","A","A","B","B","B","A","B","A","B","B","B","A"
"Height.5372",135.822603785477,1,0,1,"B","B","A","A","A","A","A","A","B","B","B","A","A","A","B","A","B","A","A","A"
"Height.5373",138.345353460715,1,0,1,"B","B","A","A","A","A","A","A","B","A","B","B","A","B","B","A","B","B","A","B"
"Height.5374",138.186441449883,1,0,1,"B","B","A","A","A","A","A","A","A","B","A","A","B","A","A","B","A","B","A","B"
"Height.5375",142.547739467271,1,0,1,"B","B","A","A","A","A","A","A","A","A","B","B","A","A","B","A","A","A","A","A"
"Height.5376",65.9175468863144,1,0,1,"B","A","B","B","B","B","B","B","B","B","B","A","B","A","A","B","A","A","A","A"
"Height.5377",68.4743631111229,1,0,1,"B","A","B","B","B","B","B","B","B","A","A","B","B","B","B","B","B","A","B","B"
"Height.5378",67.9839505380948,1,0,1,"B","A","B","B","B","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B"
"Height.5379",71.2547801191419,1,0,1,"B","A","B","B","B","B","B","B","A","A","A","B","A","A","B","B","A","A","A","A"
"Height.5380",68.9271754476358,1,0,1,"B","A","B","B","B","B","B","A","B","B","A","A","B","B","A","A","B","B","B","A"
"Height.5381",71.5121547542746,1,0,1,"B","A","B","B","B","B","B","A","B","A","B","B","A","A","A","A","B","A","A","A"
"Height.5382",70.74150318035,1,0,1,"B","A","B","B","B","B","B","A","A","B","B","A","A","B","A","A","B","A","A","B"
"Height.5383",75.0125564123815,1,0,1,"B","A","B","B","B","B","B","A","A","A","B","B","A","B","B","B","B","A","B","A"
"Height.5384",67.5985478880804,1,0,1,"B","A","B","B","B","B","A","B","B","B","A","A","A","B","A","B","B","B","A","A"
"Height.5385",69.7154988767089,1,0,1,"B","A","B","B","B","B","A","B","B","A","B","A","B","A","B","A","A","A","A","B"
"Height.5386",70.1983595949345,1,0,1,"B","A","B","B","B","B","A","B","A","B","A","B","B","A","B","A","A","B","A","B"
"Height.5387",72.1398888302591,1,0,1,"B","A","B","B","B","B","A","B","A","A","A","B","B","B","B","A","A","A","A","A"
"Height.5388",69.9272002823561,1,0,1,"B","A","B","B","B","B","A","A","B","B","A","B","A","B","A","A","A","B","B","A"
"Height.5389",72.9780053605513,1,0,1,"B","A","B","B","B","B","A","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.5390",70.5508294771478,1,0,1,"B","A","B","B","B","B","A","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.5391",74.4186511284044,1,0,1,"B","A","B","B","B","B","A","A","A","A","B","B","A","A","B","A","A","B","A","A"
"Height.5392",67.7752608935107,1,0,1,"B","A","B","B","B","A","B","B","B","B","B","B","B","B","A","B","B","B","A","A"
"Height.5393",70.695234890108,1,0,1,"B","A","B","B","B","A","B","B","B","A","A","B","A","A","A","B","A","B","B","A"
"Height.5394",68.5385322906499,1,0,1,"B","A","B","B","B","A","B","B","A","B","B","A","B","A","B","B","B","A","A","B"
"Height.5395",72.1842269975265,1,0,1,"B","A","B","B","B","A","B","B","A","A","B","A","B","B","B","B","B","B","A","A"
"Height.5396",69.210493035912,1,0,1,"B","A","B","B","B","A","B","A","B","B","B","B","A","A","B","B","A","B","A","A"
"Height.5397",73.2431761538414,1,0,1,"B","A","B","B","B","A","B","A","B","A","B","B","B","B","B","A","A","B","A","A"
"Height.5398",72.1624230180751,1,0,1,"B","A","B","B","B","A","B","A","A","B","B","A","A","B","A","A","A","A","A","A"
"Height.5399",77.024823850217,1,0,1,"B","A","B","B","B","A","B","A","A","A","A","A","B","A","B","A","A","B","A","A"
"Height.5400",67.5776009426966,1,0,1,"B","A","B","B","B","A","A","B","B","B","A","A","A","B","B","A","B","A","A","B"
"Height.5401",69.7070118758321,1,0,1,"B","A","B","B","B","A","A","B","B","A","A","A","B","B","A","B","A","B","B","A"
"Height.5402",70.3280859502683,1,0,1,"B","A","B","B","B","A","A","B","A","B","A","B","A","A","A","B","B","A","A","B"
"Height.5403",73.1889819950281,1,0,1,"B","A","B","B","B","A","A","B","A","A","B","B","A","A","A","A","B","A","A","B"
"Height.5404",71.6360020937277,1,0,1,"B","A","B","B","B","A","A","A","B","B","B","B","B","B","A","B","A","B","B","B"
"Height.5405",74.9157574354982,1,0,1,"B","A","B","B","B","A","A","A","B","A","A","A","B","B","B","A","A","B","A","B"
"Height.5406",71.6884475316058,1,0,1,"B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","B","B","A","B","A"
"Height.5407",75.6188621856538,1,0,1,"B","A","B","B","B","A","A","A","A","A","A","B","B","B","B","B","B","B","A","B"
"Height.5408",68.7937881388048,1,0,1,"B","A","B","B","A","B","B","B","B","B","B","B","B","B","A","A","B","A","A","A"
"Height.5409",71.8130030795407,1,0,1,"B","A","B","B","A","B","B","B","B","A","B","A","A","A","A","B","A","A","B","A"
"Height.5410",70.8998865581459,1,0,1,"B","A","B","B","A","B","B","B","A","B","A","B","A","A","B","A","B","B","A","B"
"Height.5411",73.332755585011,1,0,1,"B","A","B","B","A","B","B","B","A","A","A","A","B","A","B","B","B","B","B","A"
"Height.5412",70.9510459915552,1,0,1,"B","A","B","B","A","B","B","A","B","B","A","B","B","A","B","B","B","A","A","B"
"Height.5413",74.2975813857738,1,0,1,"B","A","B","B","A","B","B","A","B","A","A","A","A","B","B","B","B","A","A","B"
"Height.5414",73.5747373138867,1,0,1,"B","A","B","B","A","B","B","A","A","B","B","B","B","A","B","A","B","A","A","A"
"Height.5415",76.8687342397719,1,0,1,"B","A","B","B","A","B","B","A","A","A","B","B","B","A","B","B","B","B","A","B"
"Height.5416",69.1220339910781,1,0,1,"B","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A","B","A","B","A"
"Height.5417",72.5311302213755,1,0,1,"B","A","B","B","A","B","A","B","B","A","B","B","B","A","B","B","B","A","B","A"
"Height.5418",70.4174797246482,1,0,1,"B","A","B","B","A","B","A","B","A","B","B","A","A","A","A","A","B","B","B","B"
"Height.5419",74.5713787858282,1,0,1,"B","A","B","B","A","B","A","B","A","A","B","B","B","B","B","A","A","B","B","B"
"Height.5420",72.2863520917899,1,0,1,"B","A","B","B","A","B","A","A","B","B","B","A","A","A","B","B","A","B","B","B"
"Height.5421",74.9842642659973,1,0,1,"B","A","B","B","A","B","A","A","B","A","B","A","B","A","B","A","B","B","A","B"
"Height.5422",73.9390456545027,1,0,1,"B","A","B","B","A","B","A","A","A","B","B","B","A","B","A","A","A","B","B","B"
"Height.5423",77.2660627583678,1,0,1,"B","A","B","B","A","B","A","A","A","A","A","B","B","A","B","A","A","A","A","B"
"Height.5424",69.7492390985377,1,0,1,"B","A","B","B","A","A","B","B","B","B","A","B","A","A","A","B","A","A","B","B"
"Height.5425",72.4272134212673,1,0,1,"B","A","B","B","A","A","B","B","B","A","B","B","B","B","B","A","A","A","A","B"
"Height.5426",73.3307585941218,1,0,1,"B","A","B","B","A","A","B","B","A","B","A","B","B","B","B","B","A","B","B","A"
"Height.5427",75.2592171347054,1,0,1,"B","A","B","B","A","A","B","B","A","A","B","A","A","B","A","B","A","B","B","B"
"Height.5428",72.9070542425392,1,0,1,"B","A","B","B","A","A","B","A","B","B","B","B","A","A","A","A","A","B","A","A"
"Height.5429",76.2622527639129,1,0,1,"B","A","B","B","A","A","B","A","B","A","B","A","A","B","B","A","B","A","A","B"
"Height.5430",74.1575416454057,1,0,1,"B","A","B","B","A","A","B","A","A","B","A","B","A","A","A","A","A","A","A","A"
"Height.5431",77.4831331743414,1,0,1,"B","A","B","B","A","A","B","A","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.5432",71.2844116735724,1,0,1,"B","A","B","B","A","A","A","B","B","B","B","A","B","A","A","B","B","A","A","A"
"Height.5433",71.9849184798474,1,0,1,"B","A","B","B","A","A","A","B","B","A","B","A","B","A","B","A","B","A","A","B"
"Height.5434",72.0379589401538,1,0,1,"B","A","B","B","A","A","A","B","A","B","A","A","A","B","B","B","A","A","A","B"
"Height.5435",76.1827446656867,1,0,1,"B","A","B","B","A","A","A","B","A","A","B","A","B","A","B","A","B","B","B","B"
"Height.5436",72.768655266895,1,0,1,"B","A","B","B","A","A","A","A","B","B","B","A","A","B","B","B","A","B","A","B"
"Height.5437",76.238442698739,1,0,1,"B","A","B","B","A","A","A","A","B","A","B","B","B","B","A","A","B","B","B","A"
"Height.5438",75.716450689067,1,0,1,"B","A","B","B","A","A","A","A","A","B","B","A","A","A","A","A","A","B","B","B"
"Height.5439",78.8219639683253,1,0,1,"B","A","B","B","A","A","A","A","A","A","A","A","B","A","A","A","A","A","B","A"
"Height.5440",124.460390190349,1,0,1,"B","A","B","A","B","B","B","B","B","B","A","A","A","B","B","A","B","B","A","A"
"Height.5441",128.54759119681,1,0,1,"B","A","B","A","B","B","B","B","B","A","A","A","B","B","A","B","A","B","A","B"
"Height.5442",128.454890330566,1,0,1,"B","A","B","A","B","B","B","B","A","B","A","A","B","B","B","A","A","A","B","B"
"Height.5443",132.477675173041,1,0,1,"B","A","B","A","B","B","B","B","A","A","A","B","B","B","A","B","A","B","A","A"
"Height.5444",128.691662230394,1,0,1,"B","A","B","A","B","B","B","A","B","B","B","B","A","A","B","A","A","B","B","A"
"Height.5445",132.228523356029,1,0,1,"B","A","B","A","B","B","B","A","B","A","B","B","B","B","A","A","A","B","B","A"
"Height.5446",130.067095251005,1,0,1,"B","A","B","A","B","B","B","A","A","B","B","A","A","A","A","B","B","A","A","B"
"Height.5447",134.009711895383,1,0,1,"B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","B","A","A","B","A"
"Height.5448",126.567072832357,1,0,1,"B","A","B","A","B","B","A","B","B","B","B","A","B","A","B","A","A","A","B","A"
"Height.5449",130.372629420122,1,0,1,"B","A","B","A","B","B","A","B","B","A","B","A","B","A","A","A","B","B","A","B"
"Height.5450",128.542485414687,1,0,1,"B","A","B","A","B","B","A","B","A","B","B","B","A","A","A","A","B","B","B","A"
"Height.5451",133.447420611053,1,0,1,"B","A","B","A","B","B","A","B","A","A","B","B","B","B","A","A","A","B","B","A"
"Height.5452",129.562407794977,1,0,1,"B","A","B","A","B","B","A","A","B","B","A","A","B","A","A","A","B","B","A","A"
"Height.5453",132.997069368098,1,0,1,"B","A","B","A","B","B","A","A","B","A","A","A","A","A","A","A","B","B","B","B"
"Height.5454",130.969001170065,1,0,1,"B","A","B","A","B","B","A","A","A","B","B","A","A","A","B","A","A","B","B","A"
"Height.5455",135.144413899558,1,0,1,"B","A","B","A","B","B","A","A","A","A","A","B","A","B","A","B","B","B","B","A"
"Height.5456",127.644913548819,1,0,1,"B","A","B","A","B","A","B","B","B","B","B","B","B","A","B","A","B","A","A","B"
"Height.5457",129.457304816803,1,0,1,"B","A","B","A","B","A","B","B","B","A","A","B","B","A","B","A","A","A","A","A"
"Height.5458",130.810398745179,1,0,1,"B","A","B","A","B","A","B","B","A","B","B","B","A","B","B","A","B","B","A","B"
"Height.5459",132.314505656714,1,0,1,"B","A","B","A","B","A","B","B","A","A","A","A","B","A","A","A","A","A","A","B"
"Height.5460",131.040050910372,1,0,1,"B","A","B","A","B","A","B","A","B","B","B","A","A","A","A","B","B","A","B","A"
"Height.5461",133.705073644986,1,0,1,"B","A","B","A","B","A","B","A","B","A","B","A","B","A","A","A","B","A","A","B"
"Height.5462",130.665411445422,1,0,1,"B","A","B","A","B","A","B","A","A","B","A","B","B","A","A","B","A","A","A","A"
"Height.5463",136.198548431791,1,0,1,"B","A","B","A","B","A","B","A","A","A","A","B","A","A","A","A","A","A","A","B"
"Height.5464",127.829923104031,1,0,1,"B","A","B","A","B","A","A","B","B","B","B","A","A","A","A","A","A","A","B","B"
"Height.5465",131.737733801753,1,0,1,"B","A","B","A","B","A","A","B","B","A","B","B","B","B","A","A","A","A","A","A"
"Height.5466",130.232023352004,1,0,1,"B","A","B","A","B","A","A","B","A","B","A","B","B","A","A","A","A","A","A","B"
"Height.5467",133.099686971001,1,0,1,"B","A","B","A","B","A","A","B","A","A","B","B","A","A","A","B","A","B","A","B"
"Height.5468",131.079679131021,1,0,1,"B","A","B","A","B","A","A","A","B","B","A","A","A","A","B","B","B","B","B","B"
"Height.5469",134.469804201259,1,0,1,"B","A","B","A","B","A","A","A","B","A","B","A","B","A","B","B","A","A","B","A"
"Height.5470",132.192424934968,1,0,1,"B","A","B","A","B","A","A","A","A","B","B","B","A","B","A","A","A","B","A","B"
"Height.5471",135.642713902127,1,0,1,"B","A","B","A","B","A","A","A","A","A","B","B","B","B","B","B","B","B","B","A"
"Height.5472",128.625001804532,1,0,1,"B","A","B","A","A","B","B","B","B","B","A","A","B","A","A","B","A","A","A","A"
"Height.5473",132.869676692759,1,0,1,"B","A","B","A","A","B","B","B","B","A","A","A","B","A","B","B","B","A","A","A"
"Height.5474",130.785513550709,1,0,1,"B","A","B","A","A","B","B","B","A","B","B","B","B","A","B","B","B","A","B","A"
"Height.5475",134.619461240177,1,0,1,"B","A","B","A","A","B","B","B","A","A","A","A","B","A","A","B","B","B","A","A"
"Height.5476",130.32984117468,1,0,1,"B","A","B","A","A","B","B","A","B","B","A","A","A","A","B","B","B","A","B","A"
"Height.5477",134.848659893657,1,0,1,"B","A","B","A","A","B","B","A","B","A","A","A","A","A","B","A","A","B","B","B"
"Height.5478",133.179476878967,1,0,1,"B","A","B","A","A","B","B","A","A","B","A","B","B","A","B","B","B","A","A","A"
"Height.5479",136.808678053276,1,0,1,"B","A","B","A","A","B","B","A","A","A","A","B","A","A","B","A","B","B","B","A"
"Height.5480",130.647522528665,1,0,1,"B","A","B","A","A","B","A","B","B","B","A","B","B","B","A","A","B","A","A","B"
"Height.5481",131.443134791465,1,0,1,"B","A","B","A","A","B","A","B","B","A","A","B","A","B","B","B","B","B","A","B"
"Height.5482",130.091027799308,1,0,1,"B","A","B","A","A","B","A","B","A","B","A","B","B","A","A","A","A","A","A","A"
"Height.5483",133.545613973045,1,0,1,"B","A","B","A","A","B","A","B","A","A","A","B","B","B","B","A","B","B","A","A"
"Height.5484",132.191954136263,1,0,1,"B","A","B","A","A","B","A","A","B","B","B","B","B","B","B","B","B","A","A","B"
